id,type,source,target
121340,\,5507,62706
121341,\,38030,62706
121342,\,40560,62706
121343,\,42175,62706
121344,\,62542,62706
121345,\,62543,62706
121346,\,62544,62706
121347,\,62545,62706
121348,\,62546,62706
121349,\,62547,62706
121350,\,62548,62706
121351,\,62550,62706
121352,\,62551,62706
121353,\,62552,62706
121354,\,62553,62706
121355,\,63235,63244
121356,\,63103,63244
121357,\,65166,65341
121358,\,112004,65341
121359,\,65228,65341
121360,\,61335,61336
121361,\,61433,61518
121362,\,61434,61518
121363,\,61437,61518
121364,\,61439,61518
121365,\,61440,61518
121366,\,61445,61518
121367,\,61446,61518
121368,\,61457,61518
121369,\,61478,61518
121370,\,61486,61518
121371,\,61487,61518
121372,\,61488,61518
121373,\,61464,61518
121374,\,61467,61518
121375,\,61468,61518
121376,\,61469,61518
121377,\,61531,61518
121378,\,61533,61518
121379,\,61628,61605
121380,\,62516,62535
121381,\,112000,64489
121382,\,65144,65148
121383,\,65146,65148
121384,\,65148,65148
121385,\,65201,65202
121386,\,112005,65228
121387,\,65916,65956
121388,\,66086,66087
121389,\,112010,67659
121390,\,8734,67659
121391,\,66531,66601
121392,\,66526,66601
121393,\,66537,66601
121394,\,66535,66601
121395,\,66527,66601
121396,\,66496,66601
121397,\,66459,66601
121398,\,112014,67272
121399,\,67271,67272
121400,\,67935,67936
121401,\,68107,68109
121402,\,68173,68195
121403,\,68199,68195
121404,\,68162,68195
121405,\,68253,68254
121406,\,8580,68799
121407,\,33954,68799
121408,\,64770,68799
121409,\,68796,68799
121410,\,68797,68799
121411,\,68798,68799
121412,\,68800,68799
121413,\,68801,68799
121414,\,68802,68799
121415,\,68803,68799
121416,\,85997,68799
121417,\,106730,68799
121418,\,8580,68829
121419,\,33954,68829
121420,\,64770,68829
121421,\,68796,68829
121422,\,68797,68829
121423,\,68798,68829
121424,\,68800,68829
121425,\,68801,68829
121426,\,68802,68829
121427,\,68803,68829
121428,\,68804,68829
121429,\,85997,68829
121430,\,106730,68829
121431,\,68945,68951
121432,\,68946,68951
121433,\,68947,68951
121434,\,68949,68951
121435,\,62017,62005
121436,\,68953,68951
121437,\,68954,68951
121438,\,69537,69575
121439,\,69536,69537
121440,\,69536,69493
121441,\,8626,69819
121442,\,10124,69819
121443,\,12406,69819
121444,\,39637,69819
121445,\,86013,69819
121446,\,96660,69819
121447,\,70610,70611
121448,\,70610,70610
121449,\,70858,70861
121450,\,70803,70849
121451,\,70856,70849
121452,\,70861,70849
121453,\,70803,71132
121454,\,70856,71132
121455,\,70861,71132
121456,\,71869,71877
121457,\,71870,71877
121458,\,71873,71877
121459,\,72671,72669
121460,\,69783,69784
121461,\,70038,70302
121462,\,69999,70159
121463,\,71566,71567
121464,\,73201,73905
121465,\,73200,73905
121466,\,72941,72944
121467,\,73140,73141
121468,\,73142,73141
121469,\,73150,73141
121470,\,73139,112029
121471,\,76212,76218
121472,\,76213,76218
121473,\,76215,76218
121474,\,76216,76218
121475,\,76217,76218
121476,\,112030,76218
121477,\,75677,75932
121478,\,75678,75932
121479,\,75679,75932
121480,\,76799,76797
121481,\,78926,78933
121482,\,79363,79362
121483,\,79665,79673
121484,\,80089,80086
121485,\,80091,80086
121486,\,80092,80086
121487,\,80093,80086
121488,\,80094,80086
121489,\,80095,80086
121490,\,80096,80086
121491,\,48635,79933
121492,\,99242,79933
121493,\,100845,79933
121494,\,108658,79933
121495,\,80014,79933
121496,\,80314,80293
121497,\,80613,80612
121498,\,80515,80543
121499,\,80516,80543
121500,\,80560,80543
121501,\,80563,80543
121502,\,80564,80543
121503,\,80565,80543
121504,\,80566,80543
121505,\,81317,81550
121506,\,81145,81550
121507,\,80913,81550
121508,\,81337,81550
121509,\,80943,81550
121510,\,81698,81550
121511,\,81491,81550
121512,\,81490,81550
121513,\,81285,81550
121514,\,81559,81550
121515,\,81009,81550
121516,\,81286,81285
121517,\,81284,81285
121518,\,81283,81811
121519,\,81286,81811
121520,\,81284,81811
121521,\,86656,86694
121522,\,87012,87021
121523,\,87013,87021
121524,\,87014,87021
121525,\,87015,87021
121526,\,87016,87021
121527,\,87017,87021
121528,\,87018,87021
121529,\,87019,87021
121530,\,87020,87021
121531,\,87022,87021
121532,\,87023,87021
121533,\,82404,82406
121534,\,82460,82406
121535,\,68952,68951
121536,\,82472,82406
121537,\,82473,82406
121538,\,82533,82406
121539,\,87455,87456
121540,\,87455,112055
121541,\,87619,87610
121542,\,98015,88169
121543,\,88254,88256
121544,\,88257,88256
121545,\,88592,88591
121546,\,88589,88591
121547,\,88799,88800
121548,\,88802,88800
121549,\,88930,88936
121550,\,88931,88936
121551,\,88932,88936
121552,\,88934,88936
121553,\,88935,88936
121554,\,88937,88936
121555,\,88938,88936
121556,\,88939,88936
121557,\,88940,88936
121558,\,94205,94210
121559,\,94206,94210
121560,\,94824,94830
121561,\,112061,94830
121562,\,97914,97916
121563,\,89149,89148
121564,\,89150,89148
121565,\,89151,89148
121566,\,89152,89148
121567,\,89357,89355
121568,\,89516,89518
121569,\,89517,89518
121570,\,89519,89518
121571,\,89773,89771
121572,\,38674,89848
121573,\,52466,89848
121574,\,75075,89848
121575,\,85575,89848
121576,\,97236,89848
121577,\,89892,89898
121578,\,89893,89898
121579,\,89894,89898
121580,\,69784,89912
121581,\,89909,89912
121582,\,89910,89912
121583,\,89911,89912
121584,\,90000,89998
121585,\,90488,112067
121586,\,112068,112067
121587,\,91362,90524
121588,\,91363,90524
121589,\,91364,90524
121590,\,91365,90524
121591,\,91366,90524
121592,\,91368,90524
121593,\,91370,90524
121594,\,91374,90524
121595,\,90542,90544
121596,\,90543,90544
121597,\,90859,90860
121598,\,91032,91045
121599,\,91034,91045
121600,\,91035,91045
121601,\,91037,91045
121602,\,91039,91045
121603,\,91040,91045
121604,\,91041,91045
121605,\,91042,91045
121606,\,91043,91045
121607,\,91044,91045
121608,\,91046,91045
121609,\,91047,91045
121610,\,91048,91045
121611,\,91049,91045
121612,\,91050,91045
121613,\,91051,91045
121614,\,91052,91045
121615,\,91588,91608
121616,\,3410,91608
121617,\,15461,91608
121618,\,16961,91608
121619,\,18028,91608
121620,\,24323,91608
121621,\,26403,91608
121622,\,26409,91608
121623,\,26239,91608
121624,\,32724,91608
121625,\,34116,91608
121626,\,38817,91608
121627,\,29039,91608
121628,\,44935,91608
121629,\,45932,91608
121630,\,46995,91608
121631,\,47329,91608
121632,\,64494,91608
121633,\,64816,91608
121634,\,72525,91608
121635,\,82469,82406
121636,\,74025,91608
121637,\,76281,91608
121638,\,81578,91608
121639,\,91606,91608
121640,\,91607,91608
121641,\,91609,91608
121642,\,100960,91608
121643,\,103482,91608
121644,\,107028,91608
121645,\,107029,91608
121646,\,107030,91608
121647,\,109095,91608
121648,\,109177,91608
121649,\,91664,91667
121650,\,91665,91667
121651,\,91668,91667
121652,\,91669,91667
121653,\,91774,112072
121654,\,93278,92197
121655,\,93279,92197
121656,\,93280,92197
121657,\,92298,92300
121658,\,92299,92300
121659,\,92301,92300
121660,\,92302,92300
121661,\,92303,92300
121662,\,92305,92300
121663,\,92319,92321
121664,\,92318,92321
121665,\,92941,92944
121666,\,93035,93041
121667,\,93036,93041
121668,\,93042,93041
121669,\,93043,93041
121670,\,93044,93041
121671,\,93045,93041
121672,\,93230,93235
121673,\,93231,93235
121674,\,93232,93235
121675,\,93233,93235
121676,\,93234,93235
121677,\,93236,93235
121678,\,93237,93235
121679,\,97024,96389
121680,\,97529,97530
121681,\,97531,97530
121682,\,97532,97530
121683,\,3420,97703
121684,\,7083,97703
121685,\,13216,97703
121686,\,16011,97703
121687,\,16988,97703
121688,\,24449,97703
121689,\,24450,97703
121690,\,25918,97703
121691,\,31108,97703
121692,\,34170,97703
121693,\,39074,97703
121694,\,42967,97703
121695,\,52724,97703
121696,\,59481,97703
121697,\,63253,97703
121698,\,67014,97703
121699,\,75231,97703
121700,\,98910,98920
121701,\,98008,98015
121702,\,98011,98015
121703,\,98013,98015
121704,\,98180,98179
121705,\,98185,98179
121706,\,98226,98309
121707,\,16057,98309
121708,\,98456,98523
121709,\,98526,98523
121710,\,98515,98523
121711,\,98950,98949
121712,\,99718,99733
121713,\,99769,100036
121714,\,100325,100357
121715,\,100326,100357
121716,\,100348,100357
121717,\,100349,100357
121718,\,100350,100357
121719,\,100351,100357
121720,\,100352,100357
121721,\,100353,100357
121722,\,100354,100357
121723,\,100355,100357
121724,\,100356,100357
121725,\,100358,100357
121726,\,100359,100357
121727,\,100360,100357
121728,\,100361,100357
121729,\,100362,100357
121730,\,100363,100357
121731,\,100364,100357
121732,\,101199,101200
121733,\,101199,101217
121734,\,48370,101246
121735,\,73905,91608
121736,\,88135,101246
121737,\,91263,101246
121738,\,101933,101246
121739,\,44181,101246
121740,\,101737,101737
121741,\,112187,103796
121742,\,103613,103626
121743,\,103625,103626
121744,\,105381,105572
121745,\,105423,105572
121746,\,106520,107003
121747,\,106564,107003
121748,\,106947,107003
121749,\,106956,107003
121750,\,107077,107003
121751,\,107085,107003
121752,\,105809,105806
121753,\,24649,106207
121754,\,106288,106207
121755,\,106292,106207
121756,\,24649,106206
121757,\,106288,106206
121758,\,106292,106206
121759,\,24649,106275
121760,\,106288,106275
121761,\,106292,106275
121762,\,106890,106892
121763,\,17367,107030
121764,\,17369,107030
121765,\,29039,107030
121766,\,32724,107030
121767,\,47326,107030
121768,\,47329,107030
121769,\,107023,107030
121770,\,107024,107030
121771,\,107025,107030
121772,\,107026,107030
121773,\,107027,107030
121774,\,107029,107030
121775,\,10061,108498
121776,\,17607,108498
121777,\,39439,108498
121778,\,72881,108498
121779,\,93832,108498
121780,\,105155,108498
121781,\,108496,108498
121782,\,108500,108498
121783,\,108502,108498
121784,\,108731,108808
121785,\,39448,108881
121786,\,39449,108881
121787,\,81781,108881
121788,\,108882,108881
121789,\,108883,108881
121790,\,108884,108881
121791,\,108885,108881
121792,\,109123,109209
121793,\,109034,112101
121794,\,109229,109235
121795,\,109234,109235
121796,\,109235,109318
121797,\,109055,109445
121798,\,62562,109711
121799,\,62692,109711
121800,\,62892,109711
121801,\,105181,109711
121802,\,109695,109711
121803,\,109688,109711
121804,\,109699,109711
121805,\,109714,109711
121806,\,1535,110210
121807,\,11078,110210
121808,\,19700,110210
121809,\,28882,110210
121810,\,39522,110210
121811,\,61552,110210
121812,\,63284,110210
121813,\,63794,110210
121814,\,69622,110210
121815,\,69833,110210
121816,\,81811,110210
121817,\,103603,110210
121818,\,110159,110160
121819,\,110541,110542
121820,\,110541,110584
121821,\,24763,110717
121822,\,110721,110723
121823,\,110722,110723
121824,\,110724,110723
121825,\,110721,110725
121826,\,110722,110725
121827,\,110724,110725
121828,\,110910,110839
121829,\,110910,110910
121830,\,112160,111172
121831,\,112186,111172
121832,\,111174,111172
121833,\,111176,111172
121834,\,111180,111172
121835,\,55658,101246
121836,\,111805,111538
121837,\,111497,111654
121838,\,111665,111895
121839,\,111895,111895
121840,\,58369,111665
121841,\,62967,111665
121842,\,88391,111665
121843,\,100232,111665
121844,\,111457,111665
121845,/,2493,41117
121846,/,2493,94948
121847,/,2599,2576
121848,/,16586,17114
121849,/,16586,17113
121850,/,16586,17112
121851,/,16586,16563
121852,/,16848,63001
121853,/,16848,63045
121854,/,1749,1746
121855,/,1749,1747
121856,/,1749,1748
121857,/,1749,1750
121858,/,3615,58926
121859,/,3615,3617
121860,/,3615,3616
121861,/,3615,58934
121862,/,4147,43626
121863,/,4147,44623
121864,/,4147,69290
121865,/,4147,71059
121866,/,4147,73981
121867,/,4147,80373
121868,/,4147,99548
121869,/,4147,102326
121870,/,6593,6592
121871,/,9496,9472
121872,/,9496,9492
121873,/,15269,15266
121874,/,15269,15267
121875,/,15269,15268
121876,/,15269,89577
121877,/,15269,89607
121878,/,15269,112059
121879,/,2084,112196
121880,/,651,628
121881,/,651,630
121882,/,651,631
121883,/,651,634
121884,/,651,656
121885,/,3406,2941
121886,/,3406,2940
121887,/,3406,2939
121888,/,14734,8110
121889,/,467,1684
121890,/,112158,41072
121891,/,32374,45115
121892,/,32373,45115
121893,/,45534,45544
121894,/,45534,45537
121895,/,55893,54948
121896,/,55893,55865
121897,/,50282,50218
121898,/,55865,54948
121899,/,56897,56890
121900,/,57329,57298
121901,/,57329,57323
121902,/,57329,57328
121903,/,57329,57330
121904,/,61102,61094
121905,/,61102,61096
121906,/,61102,61153
121907,/,61518,64088
121908,/,65148,65149
121909,/,65148,65145
121910,/,70302,29364
121911,/,70302,72437
121912,/,73905,15460
121913,/,73905,15461
121914,/,73905,16961
121915,/,73905,17367
121916,/,73905,34116
121917,/,73905,44935
121918,/,73905,66270
121919,/,73905,81578
121920,/,73905,91589
121921,/,73905,91601
121922,/,73905,100960
121923,/,73905,103482
121924,/,73905,104769
121925,/,73053,73052
121926,/,112029,73999
121927,/,74183,3322
121928,/,74183,20007
121929,/,74183,58234
121930,/,74183,67689
121931,/,74183,74182
121932,/,74183,74184
121933,/,79933,73469
121934,/,79933,79919
121935,\,111182,111172
121936,/,79933,79922
121937,/,79933,79923
121938,/,79933,79924
121939,/,79933,79925
121940,/,79933,79926
121941,/,79933,79928
121942,/,79933,79935
121943,/,79933,79927
121944,/,79933,79930
121945,/,79933,79931
121946,/,79933,79932
121947,/,79933,79934
121948,/,81550,112036
121949,/,82379,9777
121950,/,112055,112054
121951,/,112055,112056
121952,/,112055,87454
121953,/,91608,842
121954,/,91608,2829
121955,/,91608,3410
121956,/,91608,9864
121957,/,91608,9865
121958,/,91608,9866
121959,/,91608,10030
121960,/,91608,13020
121961,/,91608,15459
121962,/,91608,15461
121963,/,91608,16960
121964,/,91608,16961
121965,/,91608,17367
121966,/,91608,17368
121967,/,91608,17369
121968,/,91608,18028
121969,/,91608,21596
121970,/,91608,22302
121971,/,91608,24322
121972,/,91608,24323
121973,/,91608,26403
121974,/,91608,26408
121975,/,91608,26409
121976,/,91608,26238
121977,/,91608,26239
121978,/,91608,29039
121979,/,91608,32723
121980,/,91608,34115
121981,/,91608,34116
121982,/,91608,38780
121983,/,91608,38817
121984,/,91608,44935
121985,/,91608,45930
121986,/,91608,45931
121987,/,91608,45932
121988,/,91608,46994
121989,/,91608,46995
121990,/,91608,47326
121991,/,91608,47329
121992,/,91608,52558
121993,/,91608,52559
121994,/,91608,52876
121995,/,91608,62266
121996,/,91608,63902
121997,/,91608,64494
121998,/,91608,66270
121999,/,91608,72525
122000,/,91608,68783
122001,/,91608,73905
122002,/,91608,74025
122003,/,91608,75121
122004,/,91608,75122
122005,/,91608,76281
122006,/,91608,78446
122007,/,91608,81578
122008,/,91608,86517
122009,/,91608,89804
122010,/,91608,91588
122011,/,91608,91589
122012,/,91608,91590
122013,/,91608,91591
122014,/,91608,91592
122015,/,91608,91593
122016,/,91608,91595
122017,/,91608,91596
122018,/,91608,91597
122019,/,91608,91598
122020,/,91608,91599
122021,/,91608,91600
122022,/,91608,91601
122023,/,91608,91602
122024,/,91608,91603
122025,/,91608,91604
122026,/,91608,91605
122027,/,91608,91606
122028,/,91608,91607
122029,/,91608,91608
122030,/,91608,91609
122031,/,91608,91610
122032,/,91608,94762
122033,/,91608,95391
122034,/,91608,103480
122035,/,79933,79921
122036,/,91608,103563
122037,/,91608,104769
122038,/,91608,107023
122039,/,91608,107024
122040,/,91608,107025
122041,/,91608,107026
122042,/,91608,107027
122043,/,91608,107028
122044,/,91608,107029
122045,/,91608,107030
122046,/,91608,109095
122047,/,91608,109177
122048,/,91608,111005
122049,/,91608,111006
122050,/,112072,112071
122051,/,112072,91858
122052,/,112072,91857
122053,/,112072,15520
122054,/,93041,92944
122055,/,93041,93105
122056,/,107030,91601
122057,/,107030,112096
122058,/,107030,107003
122059,/,110839,110837
122060,/,110839,110836
122061,!,4681,70849
122062,!,4681,70848
122063,!,6971,52509
122064,!,112130,76211
122065,!,19592,98523
122066,!,20906,2066
122067,!,20906,62706
122068,!,20906,108936
122069,!,42819,15269
122070,!,31471,112139
122071,!,46519,1749
122072,!,58219,60766
122073,!,59661,62706
122074,!,60766,58219
122075,!,61518,19675
122076,!,70849,4681
122077,!,70849,18381
122078,!,90990,61605
122079,!,109318,45391
122080,\,112238,992
122081,\,8328,112209
122082,/,91608,103481
122083,/,91608,103482
122084,\,112221,18381
122085,\,112241,26520
122086,\,112245,42070
122087,\,111974,112254
122088,\,112257,44072
122089,\,44441,112259
122090,\,53344,112276
122091,\,53345,112276
122092,\,53346,112276
122093,\,53347,112276
122094,\,53348,112276
122095,\,53349,112276
122096,\,53350,112276
122097,\,53351,112276
122098,\,53352,112276
122099,\,53353,112276
122100,\,53354,112276
122101,\,53355,112276
122102,\,53356,112276
122103,\,53357,112276
122104,\,53358,112276
122105,\,53359,112276
122106,\,53360,112276
122107,\,53361,112276
122108,\,53363,112276
122109,/,112304,59006
122110,/,112304,59007
122111,/,112304,59008
122112,/,112304,59010
122113,\,112319,67094
122114,\,112326,70849
122115,/,70159,112327
122116,\,77076,112337
122117,/,86694,112350
122118,/,112352,87234
122119,\,86181,91608
122120,/,91608,86181
122121,\,112370,92810
122122,\,100083,112378
122123,/,112397,111082
122124,/,112397,111110
122125,/,112397,111112
122950,!,30150,33402
122951,/,12708,12720
122952,/,32225,32234
122953,/,38839,43494
122954,/,31907,31915
122955,/,52604,49330
122956,/,64593,63050
122957,/,80048,79461
122958,/,88430,88436
122959,/,94205,94209
122960,/,94552,94551
122961,/,108003,106148
122962,/,20424,20581
122963,/,21862,21864
122964,/,26232,74302
122965,/,29040,1772
122966,/,32234,32221
122967,/,32268,32265
122968,/,32268,32296
122969,/,36714,43348
122970,/,37863,37914
122971,/,39989,40000
122972,/,40676,28941
122973,/,41037,41038
122974,/,39941,40629
122975,/,31915,32031
122976,/,31915,43515
122977,/,31915,83698
122978,/,44054,44159
122979,/,44317,28921
122980,/,45601,45590
122981,/,47314,8423
122982,/,47716,40687
122983,/,47716,47704
122984,/,50446,50438
122985,/,50481,50490
122986,/,54725,54736
122987,/,56747,56727
122988,/,57428,7463
122989,/,58318,58310
122990,/,58318,58313
122991,/,58765,3597
122992,/,59174,59172
122993,/,59226,59184
122994,/,60153,60156
122995,/,60803,60792
122996,/,61917,61567
122997,/,63011,4782
122998,/,63011,63007
122999,/,61381,64219
123000,/,61717,61346
123001,/,62466,62468
123002,/,65144,65146
123003,/,66315,66353
123004,/,69823,69822
123005,/,69823,69826
123006,/,71258,71306
123007,/,72485,72479
123008,/,71531,71549
123009,/,68698,71967
123010,/,76716,76713
123011,/,79003,77217
123012,/,79048,87357
123013,/,79172,10761
123014,/,79461,80022
123015,/,79510,82256
123016,/,75969,75151
123017,/,76653,76649
123018,/,79768,79705
123019,/,80130,80025
123020,/,80322,80288
123021,/,87433,87423
123022,/,88109,88118
123023,/,88436,88437
123024,/,88457,88869
123025,/,88464,88461
123026,/,89043,89068
123027,/,89900,89889
123028,/,89900,89899
123029,/,89841,89845
123030,/,90709,90754
123031,/,91091,91094
123032,/,92348,92144
123033,/,92312,92672
123034,/,92928,92933
123035,/,94551,94645
123036,/,99669,45730
